Date,Stars,Reviews,BankName
24-05-2017,5,"
very professional, kept us up-to-date with the progress of our loan, very accommodating

        ",Pacific Beneficial Mortgage Co
17-12-2017,5,"
excellent service. always called and emailed to give status of our loan. very accommodating.
        ",Pacific Beneficial Mortgage Co
22-09-2016,5,"
I felt comfortable working with Alex. Alex was always patient in answering my questions and promptly returned my calls and emails. Even my Realtor commented on how pleasant it was to work with Alex. She asked me “where did you find him at?” 
        ",Pacific Beneficial Mortgage Co
02-04-2017,5,"
I was a little skeptical about using a broker that i was not familiar with(not referred by anyone i know, ) but just by reading the Yelp reviews about Alex Jocovic i decided to gove him and Pacific Beneficial a try. I am very pleased and satisfied with the entire process! Alex Jocovic was very patient and always promptly returned my calls amd emails. I felt very comfortable and assured that we would close on time. Even my realtor commented on how easy it was to work with Alex... i would definitely recommend using Alex ... Read More
        ",Pacific Beneficial Mortgage Co
23-06-2017,5,"
During the whole process Alex was very attentive to every detail, always kept us informed and was available at all times whenever we had questions. We’ve had many business dealings and services provided for us before but our experience with Alex was one of the most outsdanding ones we’ve ever had. We will without any hesitation recommend his services. Thank you!!
        ",Pacific Beneficial Mortgage Co
17-12-2017,5,"
Everything worked great, a very smooth process. We are very pleased. Alex did an incredible job for us. Thank you!,
        ",Pacific Beneficial Mortgage Co
15-07-2017,5,"
When we put an offer on in our home, our realtor (Susan Lyon in Napa) was not familiar with either Pacific Beneficial or Alex Jocovic and asked us if we were sure about using a mortgage company in Southern CA when we were up in the North. Then the selling realtor tried pushing us to use a local lender…..
After our initial conversations with Alex we knew he was the broker we wanted to work with and my wife agreed so we refused to switch to a local lender and are very happy we did! Alex went above and beyond to get things done for us and was available both way before normal business hours on a morning and into the night as well, including on weekends. 
As our purchase progressed, Susan’s caution changed to admiration as she complimented Alex and Pacific Beneficial to us on several occasions for their professionalism, responsiveness and commented on how easy they were making things for her on the loan side. In the end, we were in a position to close a full week early due to the hard work Alex and his team put in.
When it came to closing and sitting down to sign all of the necessary paperwork our escrow officer commented that “This is a great rate, you must have a friend at the Mortgage Company”?... Well, we didn’t and, like our realtor we had not heard of Alex or Pacific Beneficial before our loan search however we now feel that we do have a friend at the mortgage company! 
Thank You very much Alex and company; between you, you made a daunting task seem so easy and everything went through without a glitch from start to finish. We will certainly be recommending you to friends, as will our realtor, and we look forward to using your company for any future refinancing or home purchases in the future.
... Read More
        ",Pacific Beneficial Mortgage Co
08-06-2017,5,"
When we put an offer on in our home, our realtor (Susan Lyon in Napa) was not familiar with either Pacific Beneficial or Alex Jocovic and asked us if we were sure about using a mortgage company in Southern CA when we were up in the North. Then the selling realtor tried pushing us to use a local lender…..
After our initial conversations with Alex we knew he was the broker we wanted to work with and my wife agreed so we refused to switch to a local lender and are very happy we did! Alex went above and beyond to get things done for us and was available both way before normal business hours on a morning and into the night as well, including on weekends. 
As our purchase progressed, Susan’s caution changed to admiration as she complimented Alex and Pacific Beneficial to us on several occasions for their professionalism, responsiveness and commented on how easy they were making things for her on the loan side. In the end, we were in a position to close a full week early due to the hard work Alex and his team put in.
When it came to closing and sitting down to sign all of the necessary paperwork our escrow officer commented that “This is a great rate, you must have a friend at the Mortgage Company”?... Well, we didn’t and, like our realtor we had not heard of Alex or Pacific Beneficial before our loan search however we now feel that we do have a friend at the mortgage company! 
Thank You very much Alex and company; between you, you made a daunting task seem so easy and everything went through without a glitch from start to finish. We will certainly be recommending you to friends, as will our realtor, and we look forward to using your company for any future refinancing or home purchases in the future.
... Read More
        ",Pacific Beneficial Mortgage Co
01-01-2018,5,"
June was extremely attentive and responsive throughout the process. In addition she was very courteous and a pleasure to work with.
        ",Pacific Beneficial Mortgage Co
14-03-2016,5,"
Jason straightforward and extremely attentive throughout the process.
        ",Pacific Beneficial Mortgage Co
14-03-2016,5,"
Jason Bean and June Lee were honest and very responsive. 
        ",Pacific Beneficial Mortgage Co
20-12-2016,5,"
It was a pleasure working with Alex. I was unfortunate with having to go through two failed escrows due to the conditions of the houses that I was in contract with, but Alex was patient and helped me through all three of my escrows until I finally closed on a house. If you are looking for a loan officer that is responsive and personable go with Alex. He will follow up with you consistently and make sure that you close on time. Overall I had an excellent experience working with Alex and Pacific Beneficial Mortgage... Read More
        ",Pacific Beneficial Mortgage Co
19-03-2017,5,"
It was a pleasure working with Alex Jocovic. I was unfortunate with having to go through two failed escrows due to the conditions of the houses that I was in contract with, but Alex was patient and helped me through all three of my escrows until I finally closed on a house. If you are looking for a loan officer that is responsive and personable go with Alex. He will follow up with you consistently and make sure that you close on time. Overall I had an excellent experience working with Alex and Pacific Beneficial Mortgage... Read More
        ",Pacific Beneficial Mortgage Co
17-05-2017,5,"
Great for first time home buyers!
        ",Pacific Beneficial Mortgage Co
13-12-2016,5,"
Kirk was very accommodating to me and my sisters. This is our very first home purchase. We were able to close Escrow just in time before our leasing contract is up for our previous apartment. Every questions that we have was mostly answered to our satisfaction even though it becomes repetitive at times. All in all, my family had a great experience working with Kirk. I highly recommend him to all first time home buyers for a much smoother and faster process. Also, he provides great customer service... Read More
        ",Pacific Beneficial Mortgage Co
26-10-2017,5,"
I am writing this review to share what ended up being an unpleasant experience with Kirk Gay and Pacific Beneficial Mortgage to other potential customers. 

I am a first time homebuyer and was originally going to go with a local mortgage broker for my loan, but wanted to shop around for a potential better rate, so I used LendingTree which is how Kirk contacted me. My original lender had offered to pay for my home appraisal in writing, and, wanting to compete, Kirk said he would pay for the appraisal (which he stated in writing) and asked for the letter the other lender had provided so he could get permission to have Pacific Beneficial pay for my appraisal. Kirk confirmed I would not be paying for the appraisal and was very happy with what Kirk was doing to accommodate me as a customer. However, when I closed on the home, the cost of the appraisal was on my Final Buyer’s Statement ($525). As Kirk had said that I would not be paying for the appraisal, I thought I would be reimbursed. I reached out to Kirk via email after close and got no further response than “We paid for appraisal upfront but we get reimbursed.” I then reached out to Kirk two times via email with no response. I then called the office and spoke to Kirk’s boss’ admin who instructed me to reach out to Kirk’s boss, Adam Carrion, which I did. It was only then that I received an email response from Kirk stating that the lender credit I received, which was less than the appraisal, was all I would receive to cover the cost, despite the fact that when I was entering into the loan Kirk told me that Pacific Beneficial would be paying for the appraisal and I would be receiving a lender credit. Kirk asked me to call him, which I did and left a voicemail, and he never called me back. I called Kirk again leaving a voicemail with no response. I then began reaching out to his boss Adam Carrion via email to continue to explain the situation. Only then did I receive an email from Kirk asking me to call him, which I did, left a voicemail, and received no response. I then called Adam and spoke to him on the phone and only then did I receive a call from Kirk, offering me a nominal amount of money. I stated that I wanted to be reimbursed for the entire appraisal amount and he said he would go back to the powers that be to see what he could do. I never heard from him. I reached out to Kirk and Adam via email to check in on status with no response. The next day I reached out again, voicing my displeasure and that I was going to take action via reviews. It was only then that I received an email from Kirk accusing me of extorting him. I want other potential customers to know about what occurred as not only was I misled, but I was treated terribly as a customer once Kirk had been paid his commission. It is extremely disappointing that this brokerage would go to these lengths over $525 after the fact when they promised this a customer.
... Read More
        ",Pacific Beneficial Mortgage Co
10-11-2017,5,"
Worked with Jason & June & it couldn’t have been an easier process. Completely happy with my experience & the process just depends how fast you respond to their requests. This was a refinance & it was completed & funded within under a month.
        ",Pacific Beneficial Mortgage Co
11-10-2017,5,"
Worked with Jason & June & it couldn’t have been an easier process. Completely happy with my experience & the process just depends how fast you respond to their requests. This was a refinance & it was completed & funded within under a month. June was very helpful & I’m an Accountant with lots of questions & she was very patient with me. I’d ask for different terms & loan amounts & she was quick to give me the updated rates. She definitely has amazing customer service skills & knowledge. I highly recommend... Read More
        ",Pacific Beneficial Mortgage Co
24-04-2017,5,"
Everything I said about my loan officer holds true for the company he works for.  The support staff, specifically Summer Anderson was as thorough and efficient as Rowel and as accommodating and informative.  In this day and age of doing business without ever meeting the people helping you - you have to be an expert in sizing up people and their product in just a few conversations or you could be fortunate enough to find Pacific Mortgage.  Honestly, met or exceeded all of their competitors and all of my expectations!!!... Read More
        ",Pacific Beneficial Mortgage Co
12-09-2017,5,"
Absolutely the best experience I have ever had dealing with a loan officer - or any other loan related endeavor for that matter.  Rowel was friendly, knowledgeable, patient and extraordinarily helpful in choosing the right loan for me.  I got precisely what was promised in RECORD time and Rowel was available and eager to answer ALL of my questions every step of the way.  Not only will I recommend him to anyone and everyone I can, I will call him when I need anything related to my loan in the future... Read More
        ",Pacific Beneficial Mortgage Co
25-11-2017,5,"
Provided very timely and friendly service to bring my loan to a close quickly 
        ",Pacific Beneficial Mortgage Co
21-08-2017,5,"
Friendly and efficient.
        ",Pacific Beneficial Mortgage Co
20-12-2016,5,"
They were quick, professional, friendly, and cost effective.
        ",Pacific Beneficial Mortgage Co
07-10-2016,5,"
It was a pleasure to work with Pacific Beneficial on our refinance. We worked with Rowel Enriquez and he was incredibly responsive any time we had questions or encountered issues.

I would definitely recommend Pacific Beneficial and gladly call on them services in the future.
        ",Pacific Beneficial Mortgage Co
28-04-2016,5,"
It was a pleasure to work with Rowel on our refinance. He was incredibly responsive any time we had questions or encountered issues.

I would definitely recommend him and gladly ask for his services in the future.

        ",Pacific Beneficial Mortgage Co
14-02-2016,5,"
Had slight difficulty with online documents and signing
        ",Pacific Beneficial Mortgage Co
19-03-2017,5,"
Accommodating, easy to work with, good products
        ",Pacific Beneficial Mortgage Co
25-11-2017,5,"
My loan officer was a really big help. He was very patient, and helped me save some money on the closing cost. Thanks again, I would definitely refer to a friend.
        ",Pacific Beneficial Mortgage Co
28-11-2016,5,"
It was the first time we refinanced our home and Kirk was Knowledgeable and made it very easy for us throughout the process. Great rate and service. Thank you.
        ",Pacific Beneficial Mortgage Co
30-06-2017,5,"
Our contact Maurice was professional and courteous in all of our discussions. He explained the details and worked to meet our timelines. He was excellent.
        ",Pacific Beneficial Mortgage Co
20-04-2016,5,"
Overall a very fine job. No cost to me, and I received the prevailing rate. A few minor paperwork mistakes which required some repeated forms to be signed, but nothing worth worrying over. Peter did a very good job.
        ",Pacific Beneficial Mortgage Co
14-03-2016,1,"
Probably this was a more challenging refinance. Alex Zelada worked very had on this!
But despite numerous assurances of getting close to the finish line, it took over 3 months , and the 45 day rate lock had to be extended.
Most of the problem seemed to be with Quicken. Requests for documents was piecemeal, and each new request caused a delay; this most likely due to Quicken, and Q did put everything in a holding pattern, apparently without the brokers' knowledge. It was discovered only after my following up to see what the delay was .
Also there were a few instances of PB staff not fully reading thru correspondence and making assumptions that weren't entirely accurate and could have been significant to the borrower.

If doing it over I would go with a local broker with a comparable rate... Read More
        ",Pacific Beneficial Mortgage Co
08-01-2016,1,"
I am writing this review to share what ended up being an unpleasant experience with Kirk Gay and Pacific Beneficial Mortgage to other potential customers. 

I am a first time homebuyer and was originally going to go with a local mortgage broker for my loan, but wanted to shop around for a potential better rate, so I used LendingTree which is how Kirk contacted me. My original lender had offered to pay for my home appraisal in writing, and, wanting to compete, Kirk said he would pay for the appraisal (which he stated in writing) and asked for the letter the other lender had provided so he could get permission to have Pacific Beneficial pay for my appraisal. Kirk confirmed I would not be paying for the appraisal and was very happy with what Kirk was doing to accommodate me as a customer. However, when I closed on the home, the cost of the appraisal was on my Final Buyer’s Statement ($525). As Kirk had said that I would not be paying for the appraisal, I thought I would be reimbursed. I reached out to Kirk via email after close and got no further response than “We paid for appraisal upfront but we get reimbursed.” I then reached out to Kirk two times via email with no response. I then called the office and spoke to Kirk’s boss’ admin who instructed me to reach out to Kirk’s boss, Adam Carrion, which I did. It was only then that I received an email response from Kirk stating that the lender credit I received, which was less than the appraisal, was all I would receive to cover the cost, despite the fact that when I was entering into the loan Kirk told me that Pacific Beneficial would be paying for the appraisal and I would be receiving a lender credit. Kirk asked me to call him, which I did and left a voicemail, and he never called me back. I called Kirk again leaving a voicemail with no response. I then began reaching out to his boss Adam Carrion via email to continue to explain the situation. Only then did I receive an email from Kirk asking me to call him, which I did, left a voicemail, and received no response. I then called Adam and spoke to him on the phone and only then did I receive a call from Kirk, offering me a nominal amount of money. I stated that I wanted to be reimbursed for the entire appraisal amount and he said he would go back to the powers that be to see what he could do. I never heard from him. I reached out to Kirk and Adam via email to check in on status with no response. The next day I reached out again, voicing my displeasure and that I was going to take action via reviews. It was only then that I received an email from Kirk accusing me of extorting him. I want other potential customers to know about what occurred as not only was I misled, but I was treated terribly as a customer once Kirk had been paid his commission. It is extremely disappointing that this brokerage would go to these lengths over $525 after the fact when they promised this a customer.
... Read More
        ",Pacific Beneficial Mortgage Co
13-08-2017,1,"
The intake rep was very nice but the loan officer seemed annoyed by my inquiries for clarification. That's too bad, all other reviews on the website were very positive on customer service. I do hope somebody reviews the phone call. Didn't get past the initial conversation. To be fair, this review system required a rating for Rate, Fees, & Responsiveness, I was required to pick a category and I selected ""poor"" but I honestly don't have an opinion on the matter, my preference would have been to leave these blank... Read More
        ",Pacific Beneficial Mortgage Co
06-02-2016,1,"
I applied to three different lenders and the other two came across as organized, responsive and caring. After my application was filed and the rate was locked, they sent me an application to review which had many errors and then it took them over forever to make corrections. I emailed and called to inquire about the status of my loan and it took nearly a week to get a reply. I emailed again later to ask when an appraisal would be ordered, and almost another week went by before I got a reply. Poor communication with customers .Even though I applied with another lender the very same week I applied with Pacific, I was asked to sign docs with that other lender before an appraisal was even ordered by Pacific!! Very frustrating. Cannot recommend them... Read More
        ",Pacific Beneficial Mortgage Co
04-01-2017,1,"
This company responded to my Lending Tree application, and I picked them out to work with because their initial e-mails were polite and professional. I spoke with a broker Adam and explained my somewhat complicated situation. He advised me to send financial documents (including 1040s, W2s, etc) so his folks could make a preliminary decision before I started an applicaiton. I immediately sent him all the HIGHLY personal paperwork he requested. A few days later he e-mailed once saying ""everything looks good but we need to be sure"", and after that, he never e-mailed, called, or notified me via mental telepathy. I e-mailed requesting an update, but NOTHING.... ARGHHH... Why did you waste my time? If your company couldn't help me, no biggie, just tell me! But getting NO update from these folks really makes me paranoid about having shared all of my financial info with them. Note to Lending Tree, drop this company!!! Note to applicants: there are plenty of good companies out there, so steer clear of this one... Read More
        ",Pacific Beneficial Mortgage Co
04-09-2017,5,"
I worked with Kory and Carla at NASB. They were a superb team and provided excellent, responsive and knowledgeable service throughout the entire process. Ours was a complicated process with a refinance and a loan and they hung in there with us the entire time. It was a great experience working with both of them. I highly recommend them and will use them in the future for all of my mortgage needs... Read More
        ",North American Savings Bank
19-03-2017,5,"
Kory was by far the best loan officer I have ever worked with. We were dealing with a complicated refinance and purchase of two different properties and he was cool, calm, professional and extremely knowledgeable throughout the entire process. I wouldn’t use anyone else moving forward. His level of integrity and responsiveness is second to none. Thanks for everything, Kory... Read More
        ",North American Savings Bank
10-02-2017,5,"
Expert loan officer, well versed in VA and the financial impacts of loan component changes. The best I have worked with across 7 home buying/selling deals.  Now advocated for by the #1 real estate broker in the state due to his ability to close complicated and high pressure deals.  She places him at the top of the list after 32 years in the business!  

Professionally and patiently answers detailed questions and can rally the expanded NASB team (also stellar!) to support your needs.  He handled my complicated VA loan that seemed to change every week while we tried to buy an Antebellum home (tough comps) during my retirement from the military (tough income verification) with five families all swapping homes (tons of contingencies).  Everything along the way mattered and Aaron and the NASB team got it done (even on weekends) and closed on time with the best interest rate in the market and no added origination fees.  

Look, do NOT pass up an opportunity to work with him. ... Read More
        ",North American Savings Bank
12-05-2016,5,"
The NASB team went above and beyond for me and my family and closed an important VA home loan on time despite many changes, my military retirement, and a very challenging Antebellum home that required the entire NASB team to pull out all the stops, know the rules and regulations, and guide us through a tough VA process.  I truly believe we would not have closed on time with a different team.  I will only recommend NASB for home loans...especially complicate VA loans... Read More
        ",North American Savings Bank
02-02-2017,5,"
Dallas Goodlet and his entire team are deserving a special thank you.  He was as professional as they come and closed our loan in 12 days.  We were with another competitor originally and he called, saving us thousands over our current lender. It was a real pleasure getting to work with this institution and a class act like Dallas.  Great job!
        ",North American Savings Bank
27-12-2016,5,"
Comments:	To begin my wife and I were at the point of signing completion with the leader of online home mortgage service. We were not satisfied with the origination cost so we applied to lending tree for competitive bids. Several lender matched or slightly beat NASB but none were convincing at closing on time. We chose NASB because of Dallas Goodlet believability on the closing. The sales, loan service and application process was competitive, assuring, professional, timely, supportive, and truthful. Dallas Goodlet/ Brent Custer and the whole NASB team delivered the mortgage on time and at the price promised. We are completely satisfied and appreciative of the staff, product and service of your company. Kudos to all ... Read More
        ",North American Savings Bank
28-11-2016,5,"
Working with Jon was such an amazing experience! From the start he offered answers to any questions I had since after all this was our first home purchase! Jon was always a phone call away ready to help where needed. He made the stringent home buying process as easy as possible! I would definitely recommend any potential buyers to work with Jon, I know for myself I will be calling him if we ever decide to buy another house!

Thanks Jon... Read More
        ",North American Savings Bank
24-05-2017,5,"
NASB was amazing to work with! The pre-approval process was easy and informational. We chose our home and closed within 30 days of our agreement date! Thanks NASB for making our first home purchase an amazing experience!
        ",North American Savings Bank
17-02-2017,5,"

Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We would suggest anyone shopping for a mortgage loan to give Jon a call.

        ",North American Savings Bank
28-11-2016,5,"
Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We will be passing Jon's name along to anyone looking for a mortgage loan!
        ",North American Savings Bank
20-05-2016,5,"
I can't express how incredibly awesome our experience was with working with Bryant Small at NASB. As a military family, we have purchased or refinanced many homes and this was by far the BEST experience we have ever had. Bryant makes it easy and took the time to discuss the best options for us. I've never met Bryant, but you can't mistake authenticity and we knew instantly he and NASB were who we were going with.... Read More
        ",North American Savings Bank
17-02-2017,5,"
Best loan officer I could have hoped for! Jeff exceeded my expectations. He worked very hard to get me the best rate possible. Highly recommended 
        ",North American Savings Bank
04-03-2017,5,"
Adam was great to work with during our refi!  His attention to detail made this a smooth and easy transaction.   It has been several years since we've gone thru the home loan process and we were unsure where to start.   After talking with Adam, we were confident he was the one to help us with our refi.  He was professional, helpful, very knowledgeable about the loan process and answered all of our questions in a timely manner.   I would highly recommend Adam and would not hesitate to work with him again... Read More
        ",North American Savings Bank
09-05-2017,5,"
Great website, knowledgeable, responsive and always got back to us quickly with answers to our questions.  Mortgage process can be very tedious and they made it easy.
        ",North American Savings Bank
24-04-2017,5,"
We received offers from multiple banks after our lending tree request for a mortgage.  Alex Madewell from NASB was by far the best offer.  He made the entire process easy and was very knowledgeable.  The closing on this home was seamless, no surprises.  I would definitely recommend Alex Madewell and NASB to anyone looking for a mortgage.
        ",North American Savings Bank
10-04-2017,5,"
Rob was very helpful in getting this loan closed. Few issues on our end we didn't know about but he was still able to get it done on time.
        ",North American Savings Bank
18-01-2017,5,"
Peter and his team were great to work with. They were professional and prompt with their responses. They answered all my questions and somehow got us to closing on time despite various roadblocks we encountered.
        ",North American Savings Bank
24-05-2017,5,"
Adam came highly recommended and from the first time we spoke with him, it was clear why.  He was friendly, professional, knowledgeable, and worked hard to ensure we were taken care of in all aspects.  Beyond the necessary effective communication skills, he brought a personal touch after we closed by sending us a hand written note of congratulations.  I will recommend him to everyone I know buying a house.... Read More
        ",North American Savings Bank
12-05-2016,5,"
A real stand up guy. From the beginning Mr. Barrett alievatied any uncertainties we faced with buying our first home. This guidance and expertise was certainly what a “first time homebuyer” would hope for. From beginning to the very end he stood by us and walked us through the entire process. Even down to the wire at closing Mr. Barrett stepped up and saved us thousands by identifying an errounous mistake in the contract. When I buy again, I’ll call Jon. Thank you Jon Barrett! We certainly enjoyed working with you... Read More
        ",North American Savings Bank
12-05-2016,5,"
I had the pleasure of working with Mr. Barrett from NASB and I couldn’t be more please. From the very beginning Mr. Barrett guided us on our journey with the upmost courtesy and respect. Even while closing Mr. Barrett once again came to the rescue helping me save even more money! A big thanks to Mr. Barrett and the team at NASB. When I buy again I know who I’ll call
        ",North American Savings Bank
11-06-2016,5,"
As a first time homebuyer I was walking blindly, Bryant became my guide! I recall telling him ""I don't speak mortgage"" and that was no problem at all. Bryant was kind, understanding, and genuinely cared throughout the entire process from my online application to the day we became homeowners. He was very prompt and always gave clear explanations of what was happening, next steps, and what path would be in my best interest. Even when there were bumps in the road he was there to smooth them out. I would recommend Bryant to anyone seeking financial wisdom in their buying/refinancing process... Read More
        ",North American Savings Bank
12-05-2016,5,"
They got me the best deal. They price matched and did even better. Fortunate I got to work with them. 
        ",North American Savings Bank
04-09-2017,5,"
Alex was persistent, diligent, and thorough. He was easy to work with and got me an excellent rate on my home. Next time I buy I’ll absoltely work with him. 
        ",North American Savings Bank
26-01-2017,5,"
My wife and I have purchased several homes over the years and have worked with a number of different mortgage companies. Our experience with Jeremy and Brent (Custer) has been, by far, the best we have ever experienced. If we are ever in the market again, we will definitely be back and will recommend NASB to anyone we know who is looking for a mortgage.
        ",North American Savings Bank
11-06-2016,5,"
Great customer service. Always available when I called and very respectful. Thanks for working extra hard to close on time. 
        ",North American Savings Bank
09-05-2017,5,"
I would like to thank Brent for working with us. He kept encouraging us when we felt we would get turned down because of a previous lender. Brent and his team did everything possible to meet our deadline. Thanks to him,  we are now happy home owners. 
        ",North American Savings Bank
15-09-2016,5,"
I first inquired about a loan with Brent (6) months ago. I then told him I wanted to put it all on hold once I found out the cost to buy out my lease. After (6) months I contacted him in the morning and told him it was time for me to get serious. He responded within the hour and we were rolling again.

2 weeks later I found a home I wanted to make an offer on. 4 weeks later I closed on the home. During that time I always knew what was going on. We talked daily. He made me feel comfortable through the whole process and I always felt like I was in control. Honestly, purchasing the home was much easier than I thought. I'd recommend him to anyone.... Read More
        ",North American Savings Bank
19-03-2017,5,"
It had been ten years since I bought a house and I was little nervous of what I could afford this time around and going through the process again. Adam couldn't have been better to work with. He was great at communicating and making me feel at ease. He got us the best rate and was a dream to work with. He completely took the anxiety out of home buying. You will regret not using him. He is knowledgeable and you can tell he really cares about you... Read More
        ",North American Savings Bank
20-12-2016,5,"
Fred was very nice, and always available to address my concerns. He seems to really care about his customers. Going through a refinance is never very pleasant, but Fred did his best to make it as painless as possible. Thanks Fred!!
Best,
Kary

        ",North American Savings Bank
13-04-2016,5,"
I worked with Kory Klossner, a loan officer with NASB.  After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans).  Kory also took the time to calculate approximate monthly payments and closing costs for each.  I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite.  He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances.  Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life.  Thanks Kory...5 stars... Read More
        ",North American Savings Bank
24-12-2017,5,"
I worked with Kory Klossner, a loan officer with NASB.  After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans).  Kory also took the time to calculate approximate monthly payments and closing costs for each.  I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite.  He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances.  Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life.  Thanks Kory...5 stars... Read More
        ",North American Savings Bank
24-08-2016,5,"
I couldn't have been more pleased with Aaron's customer service. My father recommended Aaron when I was looking to buy a house. Aaron fought to get me the best rate and made sure that everything went as planned. When I wasn't able to move my closing date up to keep my rate interest rate, Aaron told me not to worry about it and he would cover the cost difference. He did the same thing when we had to pay extra to rush the appraiser to close on time. I would and will recommend Aaron to anyone looking to buy a home because I know he will do a great job like he did for me.... Read More
        ",North American Savings Bank
16-08-2016,5,"
I can't begin to express my happiness with working with Aaron, not only is he professional and knowledgeable but he literally ended up saving me thousands of dollars on my loan! I thought I had good rate until I spoke with him and we were able to lower it almost a full 1% which saved us hundreds of dollars per month and then he was able to get everything approved/closed on a very tight timeline of less than 4 weeks! I highly recommend him... Read More
        ",North American Savings Bank
24-05-2017,5,"
Very responsive and worked hard to get us approved.  The mortgage experience itself can be very stressful, but Jon really made us feel like someone was on our side.  Thanks again for everything.
        ",North American Savings Bank
24-12-2017,5,"
Joey was very helpful. We appreciated his friendly manner and his timely responses.
        ",North American Savings Bank
05-12-2016,5,"
Our loan officer, Joey Hartegan, was friendly and very helpful. My wife and I were very pleased that we chose NASB to refinance our home.
        ",North American Savings Bank
09-12-2017,5,"
My family and I shopped around for home mortgages for a while. We currently reside in New Jersey and every mortgage company wanted nearly 20k to close. I found North American Savings Bank online, and Steve was the person that I was assigned to work with. He was wonderful to say the least. Steve would always answer my calls and emails promptly. In addition, when out of the office, Steve always made sure a colleague assisted me. I honestly cannot say enough about (NASB). Ultimately, the were able to get me a much lower interest rate and monthly payment on my home. I highly recommend Steve to anyone ... Read More
        ",North American Savings Bank
02-08-2016,5,"
RC was excellent to work with!  He is a straight shooter and an honorable fellow veteran. He ensured we understood what was happening, what to expect and how long it would take. I can't recommend anyone more for your lending needs when working with a VA loan, you need a loan officer who ""knows"" what they are doing. He is great at what he does and will personally ensure your closing is on time. Even with an extremely slow appraiser who did not meet deadlines causing delays, we still closed on time thanks to RC, his professionalism and his dedication to keep his word. His team is great to work with as well... Read More
        ",North American Savings Bank
27-12-2016,5,"
Very smooth experience.....working with a VA loan, closing on time, NASB was extremely easy to work with. As a veteran, you WANT a lender who understands and easily funds VA loans and NASB meets this requirement with five stars. Other lenders we have worked with in the past do not meet NASB's service, especially closing on time, in my experience. Recommend highly!
        ",North American Savings Bank
14-02-2016,5,"
Outstanding service and always timely
        ",North American Savings Bank
07-07-2017,5,"
Fred went above and beyond to make sure everything went smoothly including making calls while on vacation. Fred works hard to make your dreams come true.
        ",North American Savings Bank
20-12-2016,5,"
Fast, helpful, best service possible. I heartily recommend them to everyone.
        ",North American Savings Bank
24-05-2017,5,"
Aaron did everything humanly possible to get me the best rate and terms that he possibly could.

He listened to me and responded to my needs with concern, care, and expertise.

I could never have anyone who could have helped me more by being a caring, knowledgable, patient, and responsive individual.

Many thanks to Mr. Spring 
        ",North American Savings Bank
04-01-2017,5,"
Aaron was extremely help and very friendly. I kept his about everything and was always up front with everything. As a veteran myself, he made to go the extra mile for me and always was available to talk and answer questions. This was my first time buying a home and he made as painless as possible for me and my wife. I nothing but great things to about him and cannot thank him enough for helping us through this process... Read More
        ",North American Savings Bank
23-06-2017,5,"
Their loan officer and his team were amazing. They helped us every step of the way. 
        ",North American Savings Bank
26-10-2017,5,"
Alex was extremely helpful and always available if we had any questions or concerns. He kept in constant contact with us and told us exactly what was going to be happening and when. When any issues came up he addressed them quickly so we wouldn't have to wait longer for the closing. He was always trying to go the extra step to make sure we were taken care of. 
        ",North American Savings Bank
30-01-2016,5,"
Great service and easy
        ",North American Savings Bank
30-09-2016,5,"
Such a pleasure working with Alex. Couldn't ask for a better lender. 
        ",North American Savings Bank
17-12-2017,5,"
Good guy to work with.  Very responsive.  No surprises.
        ",North American Savings Bank
17-02-2017,5,"
Extremely smooth process with no surprises.  Better than expected interest rate.
        ",North American Savings Bank
05-12-2016,5,"
Fred was great! He worked around my schedule, was always very responsive and always knew exactly where I was in the process and helped me work on what to do next.
        ",North American Savings Bank
13-11-2016,5,"
I worked with a person name Andrew Leehy.  He is a very hard working, honest person with the customers interest not the commission at heart.
        ",North American Savings Bank
26-01-2017,5,"
Fred was awesome to work with! He is very knowledgeable in his field and is quick to respond to all calls and emails. He made sure the loan stayed on track and we closed on time, 29 days from the day we put a contract on the house. We highly recommend Fred!
        ",North American Savings Bank
25-07-2016,5,"
A fine bank with traditional values.  Just great.  The people are real and the bank ""walks the talk"".  A real pleasure to do business with them.
        ",North American Savings Bank
08-09-2016,5,"
Joey was knowledgeable, very accessible and maintained a positive attitude throughout the complex refinancing process.  He was a true partner, not just a functionary doing paperwork.

I trusted his judgment and he never failed me.  He also has a great sense of humor.
        ",North American Savings Bank
